agendaCode,title,day,startTime,endTime,hall,format,track,topics,accessType,isClosedDoor,description,speakerNames,speakersWithTitles,hostNames,hostsWithTitles,status,withdrawnDetectedAt,sourceUrl,lastSeenAt,documentId,year,recordId
A0982,Can Agentic AI Become the New Operating Layer for Financial Services?,2026-09-10,14:55,15:35,Lotus 1,Panel Discussion,Artificial Intelligence,Artificial Intelligence,public,false,"AI agents for collections, dispute handling, treasury, and merchant support Interoperability between AI systems, bank rails, and fintech platforms Governance models for AI-led decisioning in regulated environments",Enoch Malisa,"Enoch Malisa, Head, Business Development, PayInc",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,d0a22b47-9acd-43ce-9803-5f1bb28633de,2026,6a7c768116afc6a8747c9a4b
A0688,Balancing Regulation and Innovation in Disruptive Tech,2026-09-10,15:00,15:40,Hall 204 A&B,Panel Discussion,"Regulatory Innovation, Cross-Border Governance, Trusted Innovation",Regulatory Innovation;Cross-Border Governance;Trusted Innovation,public,false,,Irene Venter;Johannes Lamsfuß;Sorcha Sullivan-Williams,"Irene Venter, Deputy Director National Payment System, Bank of Namibia;Johannes Lamsfuß, Legal Officer, German Federal Ministry of Finance;Sorcha Sullivan-Williams, Head of Digital Assets, International Developed Markets, Tradeweb",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,fbeac705-1d0b-4ce1-b196-f744bc4bd70d,2026,6a7c768116afc6a8747c9a46
A0888,"Agentic AI in Finance: Multi-Agent Systems, Trust and Data Governance",2026-09-10,15:00,15:40,The Studio,Panel Discussion,"Multi-Agent Systems, Banking Technology, AI Orchestration",Multi-Agent Systems;Banking Technology;AI Orchestration,public,false,"As banks and fintechs move towards autonomous and AI-native operating models, multi-agent systems are emerging as a powerful tool for managing complex workflows across lending, customer service, fraud prevention, compliance, and financial operations. However, scaling agentic AI in regulated environments requires robust safeguards around privacy, transparency, accountability, and data governance. This session will explore how financial institutions can harness the potential of multi-agent systems while complying with the DPDP framework, ensuring responsible use of customer data and maintaining trust in increasingly autonomous financial ecosystems.",Anil Pinapala;Abhinav Parashar,"Anil Pinapala, Founder & MD, Vivifi India Finance;Abhinav Parashar, CEO and Co-Founder, Digio",Shilpa Mankar Ahluwalia,"Shilpa Mankar Ahluwalia, Partner, Shardul Amarchand Mangaldas & Co.",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,9a2b412c-0bce-46b5-84af-3a369230c37a,2026,6a7c768116afc6a8747c9a48
A1105,From Payments to Possibilities: Bridging the Gaps in Digital Commerce & Financial Access,2026-09-10,15:00,15:40,Hall 205 A&B,Panel Discussion,"Payment Innovation, Embedded Payments, Ecommerce",Payment Innovation;Embedded Payments;Ecommerce,public,false,"As payments evolve beyond transactions, the convergence of intelligent payment infrastructure, embedded credit, and seamless digital experiences is reshaping commerce. Explore how fintech innovation is helping businesses and consumers unlock new growth opportunities.",Muthu Krishnan;Rajesh Pai Fondekar;Sajan Sharma;Yash Desai,"Muthu Krishnan, Head of Business Development, Gemini Software Solutions;Rajesh Pai Fondekar, Group Vice President & Head of Product Management, Digital Financial Solutions, Comviva Technologies;Sajan Sharma, Chief Executive Officer (CEO), Citytech Group;Yash Desai, Co-founder , ZET",Moiz Chohan,"Moiz Chohan, Founder & CEO , PayRupy",active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,7dc2250d-9cc0-48af-9c9a-b9841764c932,2026,6a7c768116afc6a8747c9a47
A0453,Transforming Financial Services for the Next Billion Consumers,2026-09-10,15:05,15:45,Lotus 2,Panel Discussion,"Financial Inclusion, Next Billion Consumers, Responsible Innovation",Financial Inclusion;Next Billion Consumers;Responsible Innovation,public,false,"India’s next billion financial consumers will require products and services that are accessible, affordable, personalised and trusted. This session will explore how technology, digital public infrastructure, AI, embedded finance and responsible innovation can expand access, improve customer outcomes and strengthen financial resilience for India’s diverse population. The discussion will examine how policymakers, financial institutions and fintechs can collaborate to build inclusive financial systems that serve households, MSMEs, gig workers and underserved communities at scale.",Ketan Merchant,"Ketan Merchant, Interim CEO, Fino Payments Bank",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,a9aa00b9-7a55-49ea-b955-93db4c80ba5d,2026,6a7c768116afc6a8747c9a49
A0970,CASHLESS NATION,2026-09-10,15:15,15:30,Jasmine 3,Book Release,,,public,false,"National Book Release of CASHLESS NATION, authored by Santanu Paul and B. Sambamurthy, and published by Penguin. The book is a definitive ring-side view of how India built UPI, the world's most consequential digital payments system, and became a role model for the rest of the world.",Nandan Nilekani;G Padmanabhan,"Nandan Nilekani, Chairman, Infosys;G Padmanabhan, Former Executive Director, Reserve Bank of India",,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,862602fc-32ce-4179-bb8f-bc1a52b6ff7b,2026,6a7c768116afc6a8747c9a4a
A0335,Beyond Branches: Building Digital Bank for India,2026-09-10,15:20,15:50,Lotus 3,Trialogue,,,public,false,"India has reached an inflection point in its banking journey. Rapid smartphone penetration, increasing per capita income, rising digital adoption, stronger Digital Public Infrastructure (DPI) built on Aadhaar and UPI, increasing the average customer load per branch, and increasing customer comfort with mobile-first financial services are fundamentally changing how Indians engage with banks. With India entering the Digital Banking Era, there is a need to have Banks that are built digitally first. Globally also if we see, all major economies have witnessed the rise of digital banks.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,1fdca1fc-25d2-407d-8d48-2c5d9000ba23,2026,6a7c768116afc6a8747c9a4c
A0010,NPCI Product Launch,2026-09-10,17:00,17:40,Jasmine 3,Product Launch,,,public,false,,,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,ede14442-9db8-4b7c-91fa-9e9b63f48d87,2026,6a7c768116afc6a8747c9a4d
A0337,NPCI Partners' Programme,2026-09-10,17:00,19:00,Lotus 2,Networking,,,invite-only,true,,,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,195f65b9-f956-4497-b7e3-5bca99b27784,2026,6a7c768116afc6a8747c9a4e
A0034,Global FinTech Awards 2026 (GFA26),2026-09-10,18:30,21:00,Jasmine 3,Awards,"Global Excellence, FinTech Innovation, Industry Leadership",Global Excellence;FinTech Innovation;Industry Leadership,public,false,"Global FinTech Awards 2026 celebrates excellence across the global financial technology ecosystem by recognising organisations and leaders driving innovation, transformation, and impact. Join industry pioneers, policymakers, investors, and financial institutions as we honour the innovations shaping the future of finance.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,4f381130-df32-4dec-8ecb-e1ca641b81c7,2026,6a7c768116afc6a8747c9a51
A0949,"Building the Foundational AI Layer for BFSI: Agents, Insights and Control",2026-09-10,18:30,21:00,Hall 102,Roundtable,,,invite-only,true,"As banks, insurers, NBFCs and fintechs scale AI beyond isolated pilots, the real challenge is building a foundation that can support enterprise-wide adoption with governance, visibility and control. Join Nugget by Zomato for an exclusive roundtable on how AI agents, enterprise knowledge, workflow automation and real-time insights can come together as a unified layer that enables compliant, scalable transformation across BFSI.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,042b9451-a3c3-4f3a-bfac-65244fd72a86,2026,6a7c768116afc6a8747c9a4f
A1106,"India-UK Fintech Growth Corridor: Partnerships, Innovation and Market Expansion in the Post-CETA Era",2026-09-10,18:30,21:00,Hall 202,Roundtable,,,invite-only,true,"This roundtable will bring together leading UK fintech and financial services firms with key Indian regulators, banks, investors, NBFCs and fintechs to explore collaboration opportunities arising from the newly implemented India–UK CETA. The discussion will focus on market-entry pathways, partnership models, regulatory engagement, digital finance innovation, cross-border payments, embedded finance, AI, digital identity, and investment opportunities. Participants will exchange practical insights on how the agreement can accelerate bilateral trade, innovation, and commercial partnerships while supporting the next phase of UK–India fintech growth.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,02918db5-b4fb-4617-8ced-d638e68b9c78,2026,6a7c768116afc6a8747c9a50
A0943,The Impact Leadership Dinner,2026-09-10,19:00,22:00,Lotus 1,Networking Dinner,,,invite-only,true,$2e,,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,2d0b028a-6ad8-4ad9-aa59-97d28757eba5,2026,6a7c768116afc6a8747c9a56
A0944,Getepay - Night Fest,2026-09-10,19:00,22:00,Taftoon,Night Fest,,,invite-only,true,"As the day transitions into night, join GetePay Night Fest — an exclusive evening where fintech leaders, innovators, and creators come together to unwind, connect, and celebrate. Expect engaging conversations, vibrant networking, great food, and memorable moments in an atmosphere designed to spark meaningful connections.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,e4368cfb-5a7a-4438-925b-e5263dfd5728,2026,6a7c768116afc6a8747c9a57
A1059,Scaling Personalised Customer Engagement in BFSI: Leveraging Conversational Channels for Strategic Growth,2026-09-10,19:00,20:30,Hall 204 A&B,Roundtable,,,invite-only,true,"In an era where customer experience is a key competitive differentiator, BFSI leaders are reimagining engagement through conversational platforms like WhatsApp and RCS, supported by omnichannel orchestration and data-driven personalization. The ability to engage customers in real time, with relevant and contextual interactions at scale, is becoming central to driving growth, retention, and lifetime value. This roundtable at Global Fintech Fest will explore how financial institutions can move beyond fragmented communication to build unified, intelligent engagement ecosystems that balance personalization, compliance, and business outcomes.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,41368170-8162-43dc-8bac-9fc4e7d01d73,2026,6a7c768116afc6a8747c9a52
A1062,Adyen Beyond the Dialogue,2026-09-10,19:00,21:00,Indian Accent,Networking Dinner,,,invite-only,true,"After a day of insightful discussions at GFF, Adyen is hosting a relaxed and intimate evening of great food, refreshing drinks, and meaningful conversations at an invite-only gathering. No presentations, no rigid schedules, and no pitch decks; just a private setting to unwind and connect with industry peers, fellow leaders and the global Adyen team. It is a space to exchange ideas, forge new connections, and turn the day’s insights into lasting partnerships",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,2dd9d01a-43ac-47a6-9d57-101e0d83a61f,2026,6a7c768116afc6a8747c9a55
A1121,Beyond Demo to Deployment: The Production Playbook for Voice AI in BFSI,2026-09-10,19:00,21:30,Hall 206 A&B,Roundtable,,,invite-only,true,$2f,,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,8a3383f1-70c7-469a-a991-27b4c799c647,2026,6a7c768116afc6a8747c9a54
A1125,Architecting the Outcome - Driven Agentic Enterprise,2026-09-10,19:00,21:30,Hall 205 A&B,Roundtable,,,invite-only,true,"The next phase of Agentic AI will not be defined by the number of agents an enterprise deploys, but by the measurable business outcomes those agents deliver. Every interaction has the potential to generate customer intelligence, operational insights, and better business decisions but only when agent performance is observable, continuously evaluated, and aligned with enterprise outcomes. In this closed-door CXO roundtable, BFSI leaders will explore how to build a continuously improving Agentic AI ecosystem that accelerates growth, enhances operational efficiency, improves customer experience, and strengthens risk management—while maintaining robust governance, cyber resilience, and trust at scale.",,,,,active,,https://www.globalfintechfest.com/agenda,2026-08-12T13:58:49Z,b98e87af-7d64-4d1c-881e-6b5831defa13,2026,6a7c768116afc6a8747c9a53
